Model Name,Price
ASUS VivoBook 14 (2021) Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011...,"19,990"
HP 15s (2023) Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and L...,"73,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,"46,990"
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,"1,01,990"
Lenovo Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82RK00VWIN Thin and Light Laptop,"33,790"
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"61,990"
HP Omen AMD Ryzen 7 Dual Core 7th Gen 7840HS - (16 GB/1 TB SSD/Windows 11 Pro/AMD Radeon AMD) 16-xd001...,"91,177"
ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Hom...,"59,990"
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"89,990"
HP Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0001TU Thin and Light Laptop,"64,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,"51,990"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"29,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"46,990"
Acer Swift X Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) SFX16-51...,"68,899"
ASUS Vivobook AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Thin and...,"39,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
Acer Extensa (2023) Intel Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Thi...,"32,490"
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,"76,990"
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,"49,490"
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"49,990"
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,"35,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"37,990"
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"50,000"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
DELL AMD Ryzen 5 Hexa Core AMD R5-6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"66,215"
HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-fb0147AX Laptop,"49,490"
WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/...,"41,990"
HP 15s (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Li...,"48,990"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"53,999"
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,"51,400"
Apple 2023 MacBook Pro Apple M3 - (8 GB/1 TB SSD/macOS Sonoma) MTL83HN/A,"1,67,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"46,990"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"29,990"
HP 240g8 8J0S2PA Intel Core i5 11th Gen - (8 GB/512 GB HDD/512 GB SSD/DOS) 240 G8 Business Laptop,"35,990"
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0221TU Thin and Light Laptop,"56,990"
Acer Aspire Lite Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) AL15-51 Thin and L...,"50,216"
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light La...,"49,999"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Infinix INBook X2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and...,"25,990"
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Lapt...,"58,490"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,"35,990"
ASUS Vivobook Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 10 Home) X515MA-BR022WS Thin an...,"26,990"
HP Laptop Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Ligh...,"35,790"
ASUS ExpertBook B9 Intel Core i7 10th Gen 10510U - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450...,"1,11,127"
ASUS Chromebook Plus (2023) Intel Core i3 12th Gen 1215U - (8 GB/128 GB EMMC Storage/Chrome OS) CX3402...,"33,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
HP Intel Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5009TU Notebook,"50,490"
Lenovo IdeaPad Gaming 3 Intel Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Gr...,"51,750"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,"46,990"
AXL Intel Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop,"17,991"
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"44,490"
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"37,990"
HP 841w6pa 255 g9 AMD Ryzen 3 Dual Core AMD Ryzen™ 3 processor 3250U - (8 GB/512 GB SSD/DOS) 255 G8 La...,"23,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
ASUS VivoBook 15 (2021) Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ521...,"41,490"
"ASUS ROG Strix G16 (2023), Intel Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB...","89,990"
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,"35,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
MSI GP76 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,"1,35,875"
ASUS Vivobook Pro 15 OLED Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,"79,999"
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) IN5430JNH1P001ORS1 Laptop,"72,400"
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-KG2...,"1,39,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
ASUS Vivobook 15 Intel Pentium Dual Core 7505 - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ122WS Thin...,"29,284"
HP Pavilion (2023) Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin ...,"68,990"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"70,990"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,"46,990"
HP Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"88,999"
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"56,990"
ASUS VivoBook K15 OLED AMD Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA...,"58,490"
Apple 2021 Macbook Pro Apple M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,"2,99,990"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"29,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"46,990"
SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and...,"56,990"
HP Chromebook Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) 15a-nb0006TU Thin and Light Laptop,"48,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
ASUS TUF Gaming F17 Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"52,999"
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"50,990"
Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4...,"72,990"
Acer Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,"44,750"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"37,790"
Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,"33,800"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
MSI Stealth 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"1,59,990"
ASUS Vivobook Pro 14 OLED (2021) AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 10 Hom...,"1,24,000"
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop,"38,000"
Lenovo V15 AMD Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,"27,500"
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"53,999"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"70,990"
ASUS TUF Gaming F15 Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"52,500"
ASUS Vivobook 16 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB5...,"56,990"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"29,990"
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"36,990"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7th Gen AMD Ryzen™ 5 7530U - (8 GB/512 GB SSD/Windows 11 Home) Mod...,"45,890"
ASUS Vivobook 14 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK54...,"58,990"
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD...","64,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
ASUS TUF Gaming F15 Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"54,999"
ASUS Vivobook Pro 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"70,990"
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,"35,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,"19,490"
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Th...,"63,990"
HP x360 Pavilion with pen Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047...,"77,999"
ASUS Vivobook 16 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB5...,"56,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
DELL AMD Ryzen 5 Quad Core 7520U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Laptop,"44,990"
HP OMEN Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 406...,"1,69,990"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"70,990"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,"46,990"
Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Th...,"28,490"
DELL Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ICC-C786506WIN8 Laptop,"1,17,990"
ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322...,"38,990"
Lenovo IdeaPad Slim 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 Thin and...,"54,190"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"29,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"46,990"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"38,990"
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,"45,999"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
HP Envy Intel Core i5 11th Gen 1135G7 - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 14-eb0020TX Thi...,"77,999"
Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Th...,"28,490"
ASUS Vivobook Pro 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"70,990"
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"54,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
Acer Aspire 3 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A314-36M Thin and Lig...,"32,990"
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"54,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
LG Gram Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 14Z90Q Thin and Light Laptop,"64,762"
Acer Nitro V Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"78,499"
Avita SATUS Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop,"15,990"
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS Laptop,"57,990"
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"53,999"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"70,990"
ASUS TUF Gaming F17 Intel Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"74,000"
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Lapt...,"32,500"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
Lenovo V15 G2 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,"32,900"
MSI Pulse 16 AI Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,"1,69,990"
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Intel Core i7 13th Gen 13700H - (16 GB/51...,"1,29,990"
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2671TU Thin and Light L...,"34,000"
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,"35,990"
Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"78,990"
ASUS TUF Gaming F15 Intel Core i5 10th Gen 10200H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"50,300"
ASUS Vivobook AMD Ryzen 3 Quad Core 7320U - (8 GB/1 TB SSD/Windows 11 Home) E1404FA-NK331W Thin and Li...,"33,990"
Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Lig...,"59,990"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"50,990"
HP Pavilion AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeFo...,"52,900"
Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,"1,04,990"
HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,"45,499"
Lenovo Lenovo Ideapad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 ...,"22,990"
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB G...,"3,29,046"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"70,990"
DELL Inspiron AMD Ryzen 5 Quad Core 5500u - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and L...,"37,990"
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2508TU Laptop,"36,100"
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,"46,990"
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"61,990"
ASUS Vivobook Pro 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"66,990"
Acer Aspire 5 15 Intel Core i3 13th Gen 31305 U - (8 GB/512 GB SSD/Windows 11 Home) A515-58P Thin and ...,"38,990"
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"55,990"
HP Envy x360 (2023) AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0016AU Lapto...,"85,490"
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"30,990"
Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook,"15,990"
ASUS Vivobook 15 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ322...,"38,990"
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"54,990"
